Date,Pred,Ret,Strategy_Ret,Correct
2024-03-07,0,0.020539401213709896,0.0,False
2024-03-08,0,0.0029105240064184468,0.0,False
2024-03-09,0,0.007604594828588107,0.0,False
2024-03-10,1,0.04497430707429584,0.04497430707429584,True
2024-03-11,1,-0.008909905479502545,-0.008909905479502545,False
2024-03-12,1,0.022414410239567806,0.022414410239567806,True
2024-03-13,1,-0.0230819028918976,-0.0230819028918976,False
2024-03-14,0,-0.027911980219644583,-0.0,True
2024-03-15,1,-0.05891115205258901,-0.05891115205258901,False
2024-03-16,0,0.04708722796395115,0.0,False
2024-03-17,0,-0.0123120859035869,-0.0,True
2024-03-18,1,-0.08343356981432348,-0.08343356981432348,False
2024-03-19,0,0.09692504638897836,0.0,False
2024-03-20,0,-0.03566706353999505,-0.0,True
2024-03-21,0,-0.02615044343853401,-0.0,True
2024-03-22,0,0.004444134671348854,0.0,False
2024-03-23,0,0.04951388799118828,0.0,False
2024-03-24,1,0.04052464020923141,0.04052464020923141,True
2024-03-25,1,0.00041486463910467286,0.00041486463910467286,True
2024-03-26,0,-0.007608353371227561,-0.0,True
2024-03-27,0,0.018567460837021654,0.0,False
2024-03-28,1,-0.01204502883045766,-0.01204502883045766,False
2024-03-29,0,-0.0035414711944022903,-0.0,True
2024-03-30,0,0.02424203264779501,0.0,False
2024-03-31,1,-0.022871394296192005,-0.022871394296192005,False
2024-04-01,0,-0.061047985989492126,-0.0,True
2024-04-02,0,0.008156830210526378,0.0,False
2024-04-03,1,0.038314642609167615,0.038314642609167615,True
2024-04-04,1,-0.009797320875087778,-0.009797320875087778,False
2024-04-05,0,0.015602971156545964,0.0,False
2024-04-06,0,0.006770270726916605,0.0,False
2024-04-07,1,0.03270935878474601,0.03270935878474601,True
2024-04-08,1,-0.03479403115822832,-0.03479403115822832,False
2024-04-09,0,0.0209558550176423,0.0,False
2024-04-10,0,-0.007469744331340511,-0.0,True
2024-04-11,0,-0.04088948430588779,-0.0,True
2024-04-12,0,-0.05021729270691988,-0.0,True
2024-04-13,0,0.03004089104268326,0.0,False
2024-04-14,1,-0.03517737178558533,-0.03517737178558533,False
2024-04-15,1,0.006080330797783695,0.006080330797783695,True
2024-04-16,0,-0.03972884891052719,-0.0,True
2024-04-17,1,0.03649124077498622,0.03649124077498622,True
2024-04-18,1,0.005208661031110617,0.005208661031110617,True
2024-04-19,1,0.018026421268684478,0.018026421268684478,True
2024-04-20,0,-0.0010431180502996629,-0.0,True
2024-04-21,1,0.029433758205850147,0.029433758205850147,True
2024-04-22,1,-0.006439574982440521,-0.006439574982440521,False
2024-04-23,0,-0.03208044676017341,-0.0,True
2024-04-24,0,0.0031863484195515657,0.0,False
2024-04-25,0,-0.011265004482557628,-0.0,True
2024-04-26,1,-0.005272966802647994,-0.005272966802647994,False
2024-04-27,0,-0.004823625063903991,-0.0,True
2024-04-28,0,0.011533090916022948,0.0,False
2024-04-29,1,-0.050191249309274655,-0.050191249309274655,False
2024-04-30,1,-0.03929695449375714,-0.03929695449375714,False
2024-05-01,0,0.014924669552331737,0.0,False
2024-05-02,0,0.06370405294167747,0.0,False
2024-05-03,1,0.015926845790239064,0.015926845790239064,True
2024-05-04,0,0.002185896653241981,0.0,False
2024-05-05,0,-0.013574390387488533,-0.0,True
2024-05-06,0,-0.01309542885757653,-0.0,True
2024-05-07,0,-0.018398626419713127,-0.0,True
2024-05-08,0,0.03043115176709965,0.0,False
2024-05-09,0,-0.035799920573900024,-0.0,True
2024-05-10,0,1.5356984674586016e-05,0.0,False
2024-05-11,0,0.010768936188532141,0.0,False
2024-05-12,0,0.023646747788683697,0.0,False
2024-05-13,0,-0.02144084393922019,-0.0,True
2024-05-14,1,0.07659609250545496,0.07659609250545496,True
2024-05-15,0,-0.01563225228621834,-0.0,True
2024-05-16,0,0.02790508695432159,0.0,False
2024-05-17,0,-0.0016564833198177142,-0.0,True
2024-05-18,0,-0.009895869986810912,-0.0,True
2024-05-19,0,0.07800174241430358,0.0,False
2024-05-20,0,-0.018358253231772315,-0.0,True
2024-05-21,0,-0.01446030042296964,-0.0,True
2024-05-22,0,-0.017255976976508713,-0.0,True
2024-05-23,1,0.008781729788116976,0.008781729788116976,True
2024-05-24,0,0.010796524727518797,0.0,False
2024-05-25,0,-0.010796814497022966,-0.0,True
2024-05-26,0,0.012791671360530277,0.0,False
2024-05-27,0,-0.015827408107827234,-0.0,True
2024-05-28,1,-0.01051485738366742,-0.01051485738366742,False
2024-05-29,0,0.011644282841286824,0.0,False
2024-05-30,0,-0.012778150001159894,-0.0,True
2024-05-31,1,0.0031933460054698326,0.0031933460054698326,True
2024-06-01,0,0.0006596674454519835,0.0,False
2024-06-02,0,0.015544720172089965,0.0,False
2024-06-03,0,0.025622992224831664,0.0,False
2024-06-04,1,0.007298724608017615,0.007298724608017615,True
2024-06-05,0,-0.004581363662391591,-0.0,True
2024-06-06,0,-0.01999201273457618,-0.0,True
2024-06-07,1,-0.0005308786729295578,-0.0005308786729295578,False
2024-06-08,0,0.00493781012787653,0.0,False
2024-06-09,0,-0.0019485261992140401,-0.0,True
2024-06-10,0,-0.03136496113771259,-0.0,True
2024-06-11,0,0.013502581655740586,0.0,False
2024-06-12,1,-0.021757960505889518,-0.021757960505889518,False
2024-06-13,1,-0.011164543099157487,-0.011164543099157487,False
2024-06-14,0,0.0027253941690672523,0.0,False
2024-06-15,0,0.006768999939568809,0.0,False
2024-06-16,1,-0.0022321747830370553,-0.0022321747830370553,False
2024-06-17,0,-0.02029695827328193,-0.0,True
2024-06-18,0,-0.0027701435671353414,-0.0,True
2024-06-19,1,-0.00202647819256907,-0.00202647819256907,False
2024-06-20,1,-0.011298352821403679,-0.011298352821403679,False
2024-06-21,0,0.0024397531859308152,0.0,False
2024-06-22,0,-0.01668075089399379,-0.0,True
2024-06-23,1,-0.04595356431233677,-0.04595356431233677,False
2024-06-24,0,0.025336630415439876,0.0,False
2024-06-25,1,-0.016072632592061153,-0.016072632592061153,False
2024-06-26,1,0.013048951973404943,0.013048951973404943,True
2024-06-27,0,-0.020853310881755127,-0.0,True
2024-06-28,0,0.009403861104374522,0.0,False
2024-06-29,0,0.029413551620566913,0.0,False
2024-06-30,1,0.002771094932125795,0.002771094932125795,True
2024-07-01,0,-0.013093697885290578,-0.0,True
2024-07-02,0,-0.02990687070088416,-0.0,True
2024-07-03,1,-0.05311634426354228,-0.05311634426354228,False
2024-07-04,0,-0.005534237213954074,-0.0,True
2024-07-05,0,0.02896391234041995,0.0,False
2024-07-06,0,-0.042097439142912196,-0.0,True
2024-07-07,0,0.015326802715911692,0.0,False
2024-07-08,0,0.02299844211812685,0.0,False
2024-07-09,0,-0.004598069730556098,-0.0,True
2024-07-10,0,-0.006885432015347748,-0.0,True
2024-07-11,1,0.009670444019596935,0.009670444019596935,True
2024-07-12,0,0.023013827240820017,0.0,False
2024-07-13,0,0.026266900915231206,0.0,False
2024-07-14,0,0.06715755212726138,0.0,False
2024-07-15,0,0.003499237870556282,0.0,False
2024-07-16,0,-0.01502916014346345,-0.0,True
2024-07-17,0,-0.0022571629283560934,-0.0,True
2024-07-18,1,0.042768734230136385,0.042768734230136385,True
2024-07-19,0,0.0067979482134701286,0.0,False
2024-07-20,0,0.014753144342986024,0.0,False
2024-07-21,0,-0.00835268752223095,-0.0,True
2024-07-22,0,-0.02452573786440093,-0.0,True
2024-07-23,0,-0.008426492953570563,-0.0,True
2024-07-24,0,0.00619673448871394,0.0,False
2024-07-25,0,0.032455548053117234,0.0,False
2024-07-26,0,-0.0014537411892032726,-0.0,True
2024-07-27,0,0.006525726007755361,0.0,False
2024-07-28,0,-0.021037797689324123,-0.0,True
2024-07-29,0,-0.009262185475442442,-0.0,True
2024-07-30,0,-0.023893373992326827,-0.0,True
2024-07-31,1,0.011424614182306447,0.011424614182306447,True
2024-08-01,0,-0.06032105869640059,-0.0,True
2024-08-02,0,-0.011967302150066583,-0.0,True
2024-08-03,0,-0.04223983565450573,-0.0,True
2024-08-04,0,-0.07098647891315102,-0.0,True
2024-08-05,0,0.03783671505322772,0.0,False
2024-08-06,1,-0.017968550940289485,-0.017968550940289485,False
2024-08-07,0,0.12144256099404904,0.0,False
2024-08-08,0,-0.013450358103773374,-0.0,True
2024-08-09,1,0.001079157301276501,0.001079157301276501,True
2024-08-10,0,-0.036529632368097475,-0.0,True
2024-08-11,1,0.010814659848586317,0.010814659848586317,True
2024-08-12,0,0.021144992390795814,0.0,False
2024-08-13,1,-0.0308911115194338,-0.0308911115194338,False
2024-08-14,0,-0.020041310813293967,-0.0,True
2024-08-15,0,0.023175912946963972,0.0,False
2024-08-16,0,0.00993082725079053,0.0,False
2024-08-17,0,-0.016728732324455264,-0.0,True
2024-08-18,0,0.01726094125025579,0.0,False
2024-08-19,0,-0.008079210921579816,-0.0,True
2024-08-20,0,0.03664287570061453,0.0,False
2024-08-21,0,-0.012967304646127387,-0.0,True
2024-08-22,0,0.061482671821355916,0.0,False
2024-08-23,0,0.0013205019089592707,0.0,False
2024-08-24,0,0.0024081210374646833,0.0,False
2024-08-25,0,-0.022583597070127692,-0.0,True
2024-08-26,1,-0.05369739018896724,-0.05369739018896724,False
2024-08-27,0,-0.00800797843742207,-0.0,True
2024-08-28,1,0.006108236397788236,0.006108236397788236,True
2024-08-29,0,-0.004524521990973862,-0.0,True
2024-08-30,0,-0.002530098940268344,-0.0,True
2024-08-31,0,-0.027885585694078285,-0.0,True
2024-09-01,0,0.031172733823612075,0.0,False
2024-09-02,1,-0.02844504270361159,-0.02844504270361159,False
2024-09-03,0,0.00941156177702851,0.0,False
2024-09-04,0,-0.031240343288065575,-0.0,True
2024-09-05,1,-0.03938239218868078,-0.03938239218868078,False
2024-09-06,0,0.003539165966313096,0.0,False
2024-09-07,1,0.012964221602682846,0.012964221602682846,True
2024-09-08,0,0.039713831911113884,0.0,False
2024-09-09,0,0.011034389872275785,0.0,False
2024-09-10,0,-0.005300015516934153,-0.0,True
2024-09-11,0,0.013669279499548104,0.0,False
2024-09-12,1,0.04205082955798245,0.04205082955798245,True
2024-09-13,0,-0.00934732588201681,-0.0,True
2024-09-14,0,-0.013703582981947293,-0.0,True
2024-09-15,0,-0.016733367188517922,-0.0,True
2024-09-16,0,0.0363626062794542,0.0,False
2024-09-17,0,0.02223798894564699,0.0,False
2024-09-18,0,0.020937291974474137,0.0,False
2024-09-19,0,0.004012038411551844,0.0,False
2024-09-20,0,0.003194394254405042,0.0,False
2024-09-21,0,0.004004601863112578,0.0,False
2024-09-22,0,-0.005010473135318549,-0.0,True
2024-09-23,0,0.01535087678718594,0.0,False
2024-09-24,0,-0.018021597802944433,-0.0,True
2024-09-25,0,0.032273891570151925,0.0,False
2024-09-26,0,0.00935309904070647,0.0,False
2024-09-27,0,0.0014741358273548943,0.0,False
2024-09-28,0,-0.003829909793174213,-0.0,True
2024-09-29,1,-0.035130555094979754,-0.035130555094979754,False
2024-09-30,0,-0.039357521968434894,-0.0,True
2024-10-01,1,-0.0033568819965540397,-0.0033568819965540397,False
2024-10-02,1,0.0020882627636797935,0.0020882627636797935,True
2024-10-03,0,0.021528753876634443,0.0,False
2024-10-04,0,0.0003620681473552878,0.0,False
2024-10-05,0,0.011741093613744757,0.0,False
2024-10-06,0,-0.009269383518558882,-0.0,True
2024-10-07,0,-0.001682150134457161,-0.0,True
2024-10-08,0,-0.024944762232405493,-0.0,True
2024-10-09,1,-0.005077433013489285,-0.005077433013489285,False
2024-10-10,0,0.036011743668549645,0.0,False
2024-10-11,0,0.011977460447594401,0.0,False
2024-10-12,0,-0.005406426515387475,-0.0,True
2024-10-13,1,0.050830232433260125,0.050830232433260125,True
2024-10-14,1,0.015064992457922477,0.015064992457922477,True
2024-10-15,1,0.008526251733136592,0.008526251733136592,True
2024-10-16,1,-0.0031485616380424464,-0.0031485616380424464,False
2024-10-17,1,0.015118035686984221,0.015118035686984221,True
2024-10-18,1,-0.0008192879217548965,-0.0008192879217548965,False
2024-10-19,1,0.009346740674458287,0.009346740674458287,True
2024-10-20,1,-0.023678423698328066,-0.023678423698328066,False
2024-10-21,1,-9.567341618454961e-05,-9.567341618454961e-05,False
2024-10-22,1,-0.01379441121005398,-0.01379441121005398,False
2024-10-23,1,0.02602442034118191,0.02602442034118191,True
2024-10-24,1,-0.022280180844656217,-0.022280180844656217,False
2024-10-25,1,0.00558625096700216,0.00558625096700216,True
2024-10-26,1,0.01364777618155344,0.01364777618155344,True
2024-10-27,1,0.029125296867722028,0.029125296867722028,True
2024-10-28,1,0.04023493905417541,0.04023493905417541,True
2024-10-29,1,-0.005238593875544262,-0.005238593875544262,False
2024-10-30,1,-0.029366396164960396,-0.029366396164960396,False
2024-10-31,1,-0.010435331387529279,-0.010435331387529279,False
2024-11-01,1,-0.0027804900426771084,-0.0027804900426771084,False
2024-11-02,1,-0.00791112711687536,-0.00791112711687536,False
2024-11-03,1,-0.013523338185854272,-0.013523338185854272,False
2024-11-04,1,0.02282879023690776,0.02282879023690776,True
2024-11-05,1,0.09053568676993895,0.09053568676993895,True
2024-11-06,1,0.003513808689745934,0.003513808689745934,True
2024-11-07,1,0.008439738809541852,0.008439738809541852,True
2024-11-08,1,0.0030490452928257916,0.0030490452928257916,True
2024-11-09,1,0.048129393514959595,0.048129393514959595,True
2024-11-10,1,0.10223522760015435,0.10223522760015435,True
